54433   39.95  116.50   朝阳区                                  北京市                 北京市      
54514   39.87  116.25   丰台区                                  北京市                 北京市      
54513   39.95  116.20   石景山区                                北京市                 北京市      
54399   39.98  116.28   海淀区                                  北京市                 北京市      
54505   39.92  116.12   门头沟区                                北京市                 北京市      
54596   39.68  116.13   房山区                                  北京市                 北京市      
54431   39.92  116.63   通州区                                  北京市                 北京市      
54398   40.13  116.62   顺义区                                  北京市                 北京市      
54499   40.22  116.22   昌平区                                  北京市                 北京市      
54594   39.72  116.35   大兴区                                  北京市                 北京市      
54419   40.37  116.63   怀柔区                                  北京市                 北京市      
54424   40.17  117.12   平谷区                                  北京市                 北京市      
54416   40.38  116.87   密云县                                  北京市                 北京市      
54406   40.45  115.97   延庆县                                  北京市                 北京市      
54623   39.05  117.72   塘沽区                                  天津市                 天津市      
54530   39.23  117.77   汉沽区                                  天津市                 天津市      
54645   38.85  117.47   大港区                                  天津市                 天津市      
54526   39.08  117.33   东丽区                                  天津市                 天津市      
54622   38.98  117.37   津南区                                  天津市                 天津市      
54528   39.23  117.13   北辰区                                  天津市                 天津市      
54523   39.38  117.02   武清区                                  天津市                 天津市      
54525   39.73  117.28   宝坻区                                  天津市                 天津市      
54529   39.35  117.82   宁河县                                  天津市                 天津市      
54619   38.92  116.92   静海县                                  天津市                 天津市      
54428   40.03  117.40   蓟县                                    天津市                 天津市      
53693   38.03  114.13   井陉矿区                                石家庄市               河北省      
53691   38.15  114.57   正定县                                  石家庄市               河北省      
53789   37.88  114.63   栾城县                                  石家庄市               河北省      
53688   38.45  114.55   行唐县                                  石家庄市               河北省      
53680   38.30  114.38   灵寿县                                  石家庄市               河北省      
53790   37.60  114.62   高邑县                                  石家庄市               河北省      
54621   38.18  115.18   深泽县                                  石家庄市               河北省      
53795   37.65  114.37   赞皇县                                  石家庄市               河北省      
53699   38.18  114.95   无极县                                  石家庄市               河北省      
53694   38.27  114.22   平山县                                  石家庄市               河北省      
53791   37.77  114.52   元氏县                                  石家庄市               河北省      
53784   37.75  114.78   赵县                                    石家庄市               河北省      
54701   37.93  115.20   辛集市                                  石家庄市               河北省      
53697   38.03  114.83   藁城市                                  石家庄市               河北省      
53689   38.02  115.07   晋州市                                  石家庄市               河北省      
53695   38.35  114.68   新乐市                                  石家庄市               河北省      
54533   39.55  118.12   丰南区                                  唐山市                 河北省      
54532   39.80  118.10   丰润区                                  唐山市                 河北省      
54531   39.73  118.72   滦县                                    唐山市                 河北省      
54437   39.50  118.65   滦南县                                  唐山市                 河北省      
54539   39.43  118.88   乐亭县                                  唐山市                 河北省      
54434   40.17  118.30   迁西县                                  唐山市                 河北省      
54522   39.88  117.73   玉田县                                  唐山市                 河北省      
54535   39.28  118.45   唐海县                                  唐山市                 河北省      
54429   40.20  117.95   遵化市                                  唐山市                 河北省      
54439   40.02  118.72   迁安市                                  唐山市                 河北省      
54436   40.40  118.95   青龙满族自治县                          秦皇岛市               河北省      
54540   39.72  119.17   昌黎县                                  秦皇岛市               河北省      
54541   39.88  119.25   抚宁县                                  秦皇岛市               河北省      
54438   39.88  118.87   卢龙县                                  秦皇岛市               河北省      
53894   36.42  114.22   峰峰矿区                                邯郸市                 河北省      
53773   36.33  114.62   临漳县                                  邯郸市                 河北省      
53996   36.45  114.70   成安县                                  邯郸市                 河北省      
54804   36.30  115.13   大名县                                  邯郸市                 河北省      
53886   36.57  113.67   涉县                                    邯郸市                 河北省      
53897   36.38  114.38   磁县                                    邯郸市                 河北省      
53980   36.55  114.80   肥乡县                                  邯郸市                 河北省      
53895   36.77  114.50   永年县                                  邯郸市                 河北省      
54820   36.82  115.17   邱县                                    邯郸市                 河北省      
54640   36.92  114.87   鸡泽县                                  邯郸市                 河北省      
53899   36.48  114.97   广平县                                  邯郸市                 河北省      
54809   36.55  115.28   馆陶县                                  邯郸市                 河北省      
53896   36.35  114.95   魏县                                    邯郸市                 河北省      
53893   36.77  114.95   曲周县                                  邯郸市                 河北省      
53890   36.68  114.15   武安市                                  邯郸市                 河北省      
53792   37.45  114.48   临城县                                  邢台市                 河北省      
53785   37.52  114.67   柏乡县                                  邢台市                 河北省      
53794   37.35  114.75   隆尧县                                  邢台市                 河北省      
53883   37.13  114.70   任县                                    邢台市                 河北省      
53891   37.02  114.68   南和县                                  邢台市                 河北省      
53796   37.62  114.88   宁晋县                                  邢台市                 河北省      
53799   37.22  115.03   巨鹿县                                  邢台市                 河北省      
54633   37.52  115.23   新河县                                  邢台市                 河北省      
54631   37.07  115.15   广宗县                                  邢台市                 河北省      
54632   37.07  115.03   平乡县                                  邢台市                 河北省      
54800   36.98  115.25   威县                                    邢台市                 河北省      
54706   37.08  115.67   清河县                                  邢台市                 河北省      
54801   36.85  115.48   临西县                                  邢台市                 河北省      
54705   37.37  115.38   南宫市                                  邢台市                 河北省      
53781   36.87  114.47   沙河市                                  邢台市                 河北省      
54611   38.93  115.32   满城县                                  保定市                 河北省      
53690   38.85  114.18   阜平县                                  保定市                 河北省      
54601   39.02  115.65   徐水县                                  保定市                 河北省      
53692   38.73  114.98   唐县                                    保定市                 河北省      
54603   38.72  115.77   高阳县                                  保定市                 河北省      
54503   39.05  115.85   容城县                                  保定市                 河北省      
53599   39.37  114.68   涞源县                                  保定市                 河北省      
54607   38.72  115.12   望都县                                  保定市                 河北省      
54605   38.93  115.93   安新县                                  保定市                 河北省      
54507   39.35  115.50   易县                                    保定市                 河北省      
53682   38.63  114.68   曲阳县                                  保定市                 河北省      
54620   38.48  115.57   蠡县                                    保定市                 河北省      
53596   38.83  115.15   顺平县                                  保定市                 河北省      
54636   39.02  116.10   雄县                                    保定市                 河北省      
54502   39.48  116.03   涿州市                                  保定市                 河北省      
53696   38.52  115.00   定州市                                  保定市                 河北省      
54604   38.42  115.33   安国市                                  保定市                 河北省      
54506   39.33  115.85   高碑店市                                保定市                 河北省      
53498   40.57  115.03   宣化区                                  张家口市               河北省      
53399   41.15  114.70   张北县                                  张家口市               河北省      
53392   41.85  114.60   康保县                                  张家口市               河北省      
54301   41.67  115.67   沽源县                                  张家口市               河北省      
53397   41.10  113.98   尚义县                                  张家口市               河北省      
53593   39.83  114.57   蔚县                                    张家口市               河北省      
53492   40.10  114.15   阳原县                                  张家口市               河北省      
53491   40.68  114.40   怀安县                                  张家口市               河北省      
53499   40.77  114.73   万全县                                  张家口市               河北省      
54405   40.40  115.50   怀来县                                  张家口市               河北省      
54408   40.38  115.22   涿鹿县                                  张家口市               河北省      
54404   40.90  115.83   赤城县                                  张家口市               河北省      
54304   40.97  115.28   崇礼县                                  张家口市               河北省      
54430   40.77  118.15   承德县                                  承德市                 河北省      
54425   40.42  117.48   兴隆县                                  承德市                 河北省      
54319   41.00  118.67   平泉县                                  承德市                 河北省      
54420   40.93  117.33   滦平县                                  承德市                 河北省      
54318   41.32  117.73   隆化县                                  承德市                 河北省      
54308   41.22  116.63   丰宁满族自治县                          承德市                 河北省      
54432   40.60  118.48   宽城满族自治县                          承德市                 河北省      
54311   41.93  117.75   围场满族蒙古族自治县                    承德市                 河北省      
54615   38.58  116.83   青县                                    沧州市                 河北省      
54713   37.88  116.53   东光县                                  沧州市                 河北省      
54628   38.15  117.48   海兴县                                  沧州市                 河北省      
54627   38.03  117.23   盐山县                                  沧州市                 河北省      
54626   38.42  115.82   肃宁县                                  沧州市                 河北省      
54719   38.03  116.68   南皮县                                  沧州市                 河北省      
54717   37.63  116.40   吴桥县                                  沧州市                 河北省      
54617   38.18  116.12   献县                                    沧州市                 河北省      
