adcode,formatted_address,city_name,province,city,district,lon,lat
110000,北京市,北京市,北京市,北京市,,116.407526,39.90403
110100,北京市市辖区,北京市市辖区,北京市,北京市,,116.407526,39.90403
110101,北京市东城区,东城区,北京市,北京市,东城区,116.416357,39.928353
110102,北京市西城区,西城区,北京市,北京市,西城区,116.365868,39.912289
110105,北京市朝阳区,朝阳区,北京市,北京市,朝阳区,116.601144,39.948574
110106,北京市丰台区,丰台区,北京市,北京市,丰台区,116.287149,39.858427
110107,北京市石景山区,石景山区,北京市,北京市,石景山区,116.222982,39.906611
110108,北京市海淀区,海淀区,北京市,北京市,海淀区,116.329519,39.972134
110109,北京市门头沟区,门头沟区,北京市,北京市,门头沟区,116.102009,39.940646
110111,北京市房山区,房山区,北京市,北京市,房山区,116.143267,39.749144
110112,北京市通州区,通州区,北京市,北京市,通州区,116.656435,39.909946
110113,北京市顺义区,顺义区,北京市,北京市,顺义区,116.654561,40.130347
110114,北京市昌平区,昌平区,北京市,北京市,昌平区,116.231204,40.22066
110115,北京市大兴区,大兴区,北京市,北京市,大兴区,116.341014,39.784747
110116,北京市怀柔区,怀柔区,北京市,北京市,怀柔区,116.642349,40.315704
110117,北京市平谷区,平谷区,北京市,北京市,平谷区,117.121383,40.140701
110118,北京市密云区,密云区,北京市,北京市,密云区,116.843177,40.376834
110119,北京市延庆区,延庆区,北京市,北京市,延庆区,115.974848,40.456951
120000,天津市,天津市,天津市,天津市,,117.200983,39.084158
120100,天津市市辖区,天津市市辖区,天津市,天津市,,117.200983,39.084158
120101,天津市和平区,和平区,天津市,天津市,和平区,117.208125,39.118897
120102,天津市河东区,河东区,天津市,天津市,河东区,117.251587,39.128291
120103,天津市河西区,河西区,天津市,天津市,河西区,117.223372,39.109563
120104,天津市南开区,南开区,天津市,天津市,南开区,117.150738,39.138203
120105,天津市河北区,河北区,天津市,天津市,河北区,117.196648,39.147869
120106,天津市红桥区,红桥区,天津市,天津市,红桥区,117.151533,39.167345
120110,天津市东丽区,东丽区,天津市,天津市,东丽区,117.314324,39.086569
120111,天津市西青区,西青区,天津市,天津市,西青区,117.013949,39.141591
120112,天津市津南区,津南区,天津市,天津市,津南区,117.391976,38.984526
120113,天津市北辰区,北辰区,天津市,天津市,北辰区,117.139343,39.217817
120114,天津市武清区,武清区,天津市,天津市,武清区,117.044388,39.384119
120115,天津市宝坻区,宝坻区,天津市,天津市,宝坻区,117.309863,39.717379
120116,天津市滨海新区,滨海新区,天津市,天津市,滨海新区,117.78067,39.246083
120117,天津市宁河区,宁河区,天津市,天津市,宁河区,117.826625,39.329858
120118,天津市静海区,静海区,天津市,天津市,静海区,116.97413,38.947512
120119,天津市蓟州区,蓟州区,天津市,天津市,蓟州区,117.408307,40.04606
130000,河北省,河北省,河北省,,,114.468664,38.037057
130100,河北省石家庄市,石家庄市,河北省,石家庄市,,114.514859,38.042306
130101,河北省石家庄市市辖区,石家庄市市辖区,河北省,石家庄市,,114.514859,38.042306
130102,河北省石家庄市长安区,长安区,河北省,石家庄市,长安区,114.53906,38.036654
130104,河北省石家庄市桥西区,桥西区,河北省,石家庄市,桥西区,114.461154,38.004043
130105,河北省石家庄市新华区,新华区,河北省,石家庄市,新华区,114.463347,38.05106
130107,河北省石家庄市井陉矿区,井陉矿区,河北省,石家庄市,井陉矿区,114.058178,38.069748
130108,河北省石家庄市裕华区,裕华区,河北省,石家庄市,裕华区,114.531362,38.006453
130109,河北省石家庄市藁城区,藁城区,河北省,石家庄市,藁城区,114.847075,38.021567
130110,河北省石家庄市鹿泉区,鹿泉区,河北省,石家庄市,鹿泉区,114.313724,38.085958
130111,河北省石家庄市栾城区,栾城区,河北省,石家庄市,栾城区,114.648318,37.9002
130121,河北省石家庄市井陉县,井陉县,河北省,石家庄市,井陉县,114.14524,38.032148
130123,河北省石家庄市正定县,正定县,河北省,石家庄市,正定县,114.570941,38.146445
130125,河北省石家庄市行唐县,行唐县,河北省,石家庄市,行唐县,114.552737,38.438411
130126,河北省石家庄市灵寿县,灵寿县,河北省,石家庄市,灵寿县,114.37614,38.30611
130127,河北省石家庄市高邑县,高邑县,河北省,石家庄市,高邑县,114.611433,37.615159
130128,河北省石家庄市深泽县,深泽县,河北省,石家庄市,深泽县,115.20091,38.184072
130129,河北省石家庄市赞皇县,赞皇县,河北省,石家庄市,赞皇县,114.386155,37.665576
130130,河北省石家庄市无极县,无极县,河北省,石家庄市,无极县,114.976337,38.179141
130131,河北省石家庄市平山县,平山县,河北省,石家庄市,平山县,114.199134,38.247144
130132,河北省石家庄市元氏县,元氏县,河北省,石家庄市,元氏县,114.52558,37.766651
130133,河北省石家庄市赵县,赵县,河北省,石家庄市,赵县,114.776187,37.756498
130181,河北省石家庄市辛集市,辛集市,河北省,石家庄市,辛集市,115.218057,37.943315
130183,河北省石家庄市晋州市,晋州市,河北省,石家庄市,晋州市,115.044185,38.033629
130184,河北省石家庄市新乐市,新乐市,河北省,石家庄市,新乐市,114.684014,38.343296
130200,河北省唐山市,唐山市,河北省,唐山市,,118.180193,39.630867
130201,河北省唐山市市辖区,唐山市市辖区,河北省,唐山市,,118.180193,39.630867
130202,河北省唐山市路南区,路南区,河北省,唐山市,路南区,118.154354,39.625059
130203,河北省唐山市路北区,路北区,河北省,唐山市,路北区,118.200692,39.624437
130204,河北省唐山市古冶区,古冶区,河北省,唐山市,古冶区,118.447635,39.733578
130205,河北省唐山市开平区,开平区,河北省,唐山市,开平区,118.261842,39.671001
130207,河北省唐山市丰南区,丰南区,河北省,唐山市,丰南区,118.085169,39.576031
130208,河北省唐山市丰润区,丰润区,河北省,唐山市,丰润区,118.162216,39.832582
130209,河北省唐山市曹妃甸区,曹妃甸区,河北省,唐山市,曹妃甸区,118.460379,39.27307
130223,河北省唐山市滦县滦州,滦州市,河北省,唐山市,滦县,118.689775,39.74038
130224,河北省唐山市滦南县,滦南县,河北省,唐山市,滦南县,118.682379,39.518997
130225,河北省唐山市乐亭县,乐亭县,河北省,唐山市,乐亭县,118.912571,39.425608
130227,河北省唐山市迁西县,迁西县,河北省,唐山市,迁西县,118.314715,40.1415
130229,河北省唐山市玉田县,玉田县,河北省,唐山市,玉田县,117.738658,39.900401
130281,河北省唐山市遵化市,遵化市,河北省,唐山市,遵化市,117.965892,40.189202
130283,河北省唐山市迁安市,迁安市,河北省,唐山市,迁安市,118.701144,39.999175
130300,河北省秦皇岛市,秦皇岛市,河北省,秦皇岛市,,119.600492,39.935385
130301,河北省秦皇岛市市辖区,秦皇岛市市辖区,河北省,秦皇岛市,,119.600492,39.935385
130302,河北省秦皇岛市海港区,海港区,河北省,秦皇岛市,海港区,119.564962,39.94756
130303,河北省秦皇岛市山海关区,山海关区,河北省,秦皇岛市,山海关区,119.775799,39.978849
130304,河北省秦皇岛市北戴河区,北戴河区,河北省,秦皇岛市,北戴河区,119.488914,39.834751
130306,河北省秦皇岛市抚宁区,抚宁区,河北省,秦皇岛市,抚宁区,119.235739,39.889241
130321,河北省秦皇岛市青龙满族自治县,青龙满族自治县,河北省,秦皇岛市,青龙满族自治县,118.949684,40.407578
130322,河北省秦皇岛市昌黎县,昌黎县,河北省,秦皇岛市,昌黎县,119.162694,39.712813
130324,河北省秦皇岛市卢龙县,卢龙县,河北省,秦皇岛市,卢龙县,118.892986,39.891947
130400,河北省邯郸市,邯郸市,河北省,邯郸市,,114.538961,36.625657
130401,河北省邯郸市市辖区,邯郸市市辖区,河北省,邯郸市,,114.538961,36.625657
130402,河北省邯郸市邯山区,邯山区,河北省,邯郸市,邯山区,114.490431,36.580358
130403,河北省邯郸市丛台区,丛台区,河北省,邯郸市,丛台区,114.492897,36.63641
130404,河北省邯郸市复兴区,复兴区,河北省,邯郸市,复兴区,114.462058,36.639022
130406,河北省邯郸市峰峰矿区,峰峰矿区,河北省,邯郸市,峰峰矿区,114.209936,36.420487
130407,河北省邯郸市肥乡区,肥乡区,河北省,邯郸市,肥乡区,114.800166,36.548132
130408,河北省邯郸市永年区,永年区,河北省,邯郸市,永年区,116.4602165,39.9075875
130423,河北省邯郸市临漳县,临漳县,河北省,邯郸市,临漳县,114.619544,36.3353
130424,河北省邯郸市成安县,成安县,河北省,邯郸市,成安县,114.670032,36.444407
130425,河北省邯郸市大名县,大名县,河北省,邯郸市,大名县,115.147814,36.285616
130426,河北省邯郸市涉县,涉县,河北省,邯郸市,涉县,113.691401,36.584995
130427,河北省邯郸市磁县,磁县,河北省,邯郸市,磁县,114.373947,36.374012
130430,河北省邯郸市邱县,邱县,河北省,邯郸市,邱县,115.186792,36.811133
130431,河北省邯郸市鸡泽县,鸡泽县,河北省,邯郸市,鸡泽县,114.878299,36.92035
130432,河北省邯郸市广平县,广平县,河北省,邯郸市,广平县,114.948607,36.483484
130433,河北省邯郸市馆陶县,馆陶县,河北省,邯郸市,馆陶县,115.282468,36.547557
130434,河北省邯郸市魏县,魏县,河北省,邯郸市,魏县,114.938976,36.359861
130435,河北省邯郸市曲周县,曲周县,河北省,邯郸市,曲周县,114.945131,36.78017
130481,河北省邯郸市武安市,武安市,河北省,邯郸市,武安市,114.203697,36.696506
130500,河北省邢台市,邢台市,河北省,邢台市,,114.504844,37.070589
130501,河北省邢台市市辖区,邢台市市辖区,河北省,邢台市,,114.504844,37.070589
130502,河北省邢台市桥东区,桥东区,河北省,邢台市,桥东区,114.492019,37.061614
130503,河北省邢台市桥西区,桥西区,河北省,邢台市,桥西区,114.468435,37.059882
130521,河北省邢台市桥东区,邢台县,河北省,邢台市,桥东区,114.507416,37.072954
130522,河北省邢台市临城县,临城县,河北省,邢台市,临城县,114.498762,37.444499
130523,河北省邢台市内丘县,内丘县,河北省,邢台市,内丘县,114.512128,37.286669
130524,河北省邢台市柏乡县,柏乡县,河北省,邢台市,柏乡县,114.693426,37.482423
130525,河北省邢台市隆尧县,隆尧县,河北省,邢台市,隆尧县,114.770419,37.350173
130526,河北省邢台市任县,任县,河北省,邢台市,任县,114.671936,37.120983
130527,河北省邢台市南和县,南和县,河北省,邢台市,南和县,114.683762,37.005041
130528,河北省邢台市宁晋县,宁晋县,河北省,邢台市,宁晋县,114.919301,37.619886
130529,河北省邢台市巨鹿县,巨鹿县,河北省,邢台市,巨鹿县,115.037478,37.221112
130530,河北省邢台市新河县,新河县,河北省,邢台市,新河县,115.242014,37.528712
130531,河北省邢台市广宗县,广宗县,河北省,邢台市,广宗县,115.142607,37.07466
130532,河北省邢台市平乡县,平乡县,河北省,邢台市,平乡县,115.030076,37.063148
130533,河北省邢台市威县,威县,河北省,邢台市,威县,115.266783,36.975321
130534,河北省邢台市清河县,清河县,河北省,邢台市,清河县,115.667576,37.040087
130535,河北省邢台市临西县,临西县,河北省,邢台市,临西县,115.501048,36.870813
130581,河北省邢台市南宫市,南宫市,河北省,邢台市,南宫市,115.408748,37.359264
130582,河北省邢台市沙河市,沙河市,河北省,邢台市,沙河市,114.503335,36.854922
130600,河北省保定市,保定市,河北省,保定市,,115.464806,38.873891
130601,河北省保定市市辖区,保定市市辖区,河北省,保定市,,115.464806,38.873891
130602,河北省保定市竞秀区,竞秀区,河北省,保定市,竞秀区,115.458669,38.877561
130606,河北省保定市莲池区,莲池区,河北省,保定市,莲池区,115.497342,38.883209
130607,河北省保定市满城区,满城区,河北省,保定市,满城区,115.322351,38.948955
130608,河北省保定市清苑区,清苑区,河北省,保定市,清苑区,115.489968,38.765041
130609,河北省保定市徐水区,徐水区,河北省,保定市,徐水区,115.62441,39.026233
130623,河北省保定市涞水县,涞水县,河北省,保定市,涞水县,115.713905,39.394317
130624,河北省保定市阜平县,阜平县,河北省,保定市,阜平县,114.195104,38.849152
130626,河北省保定市定兴县,定兴县,河北省,保定市,定兴县,115.808175,39.263018
130627,河北省保定市唐县,唐县,河北省,保定市,唐县,114.982972,38.748204
130628,河北省保定市高阳县,高阳县,河北省,保定市,高阳县,115.778965,38.700088
130629,河北省保定市容城县,容城县,河北省,保定市,容城县,115.861657,39.042784
130630,河北省保定市涞源县,涞源县,河北省,保定市,涞源县,114.694284,39.360247
130631,河北省保定市望都县,望都县,河北省,保定市,望都县,115.154511,38.695736
130632,河北省保定市安新县,安新县,河北省,保定市,安新县,115.935553,38.935364
130633,河北省保定市易县,易县,河北省,保定市,易县,115.497509,39.349398
130634,河北省保定市曲阳县,曲阳县,河北省,保定市,曲阳县,114.74497,38.622242
130635,河北省保定市蠡县,蠡县,河北省,保定市,蠡县,115.583855,38.488056
130636,河北省保定市顺平县,顺平县,河北省,保定市,顺平县,115.13547,38.837487
130637,河北省保定市博野县,博野县,河北省,保定市,博野县,115.46438,38.457364
130638,河北省保定市雄县,雄县,河北省,保定市,雄县,116.10865,38.99455
130681,河北省保定市涿州市,涿州市,河北省,保定市,涿州市,115.974422,39.485283
130682,河北省保定市定州市,定州市,河北省,保定市,定州市,114.990159,38.516174
130683,河北省保定市安国市,安国市,河北省,保定市,安国市,115.326647,38.41844
130684,河北省保定市高碑店市,高碑店市,河北省,保定市,高碑店市,115.873758,39.326521
130700,河北省张家口市,张家口市,河北省,张家口市,,114.887543,40.824418
130701,河北省张家口市市辖区,张家口市市辖区,河北省,张家口市,,114.887543,40.824418
130702,河北省张家口市桥东区,桥东区,河北省,张家口市,桥东区,114.894341,40.788457
130703,河北省张家口市桥西区,桥西区,河北省,张家口市,桥西区,114.869407,40.819564
130705,河北省张家口市宣化区,宣化区,河北省,张家口市,宣化区,115.09951,40.608726
130706,河北省张家口市下花园区,下花园区,河北省,张家口市,下花园区,115.287352,40.502652
130708,河北省张家口市万全区,万全区,河北省,张家口市,万全区,114.74056,40.766898
130709,河北省张家口市崇礼区,崇礼区,河北省,张家口市,崇礼区,115.282669,40.974676
130722,河北省张家口市张北县,张北县,河北省,张家口市,张北县,114.720086,41.158557
130723,河北省张家口市康保县,康保县,河北省,张家口市,康保县,114.600404,41.852368
130724,河北省张家口市沽源县,沽源县,河北省,张家口市,沽源县,115.688692,41.669668
130725,河北省张家口市尚义县,尚义县,河北省,张家口市,尚义县,113.969619,41.076227
130726,河北省张家口市蔚县,蔚县,河北省,张家口市,蔚县,114.588903,39.840843
130727,河北省张家口市阳原县,阳原县,河北省,张家口市,阳原县,114.150388,40.103742
130728,河北省张家口市怀安县,怀安县,河北省,张家口市,怀安县,114.385791,40.674193
130730,河北省张家口市怀来县,怀来县,河北省,张家口市,怀来县,115.517862,40.415343
130731,河北省张家口市涿鹿县,涿鹿县,河北省,张家口市,涿鹿县,115.205345,40.379563
130732,河北省张家口市赤城县,赤城县,河北省,张家口市,赤城县,115.831499,40.912921
130800,河北省承德市,承德市,河北省,承德市,,117.96241,40.954071
130801,河北省承德市市辖区,承德市市辖区,河北省,承德市,,117.96241,40.954071
130802,河北省承德市双桥区,双桥区,河北省,承德市,双桥区,117.943348,40.97465
130803,河北省承德市双滦区,双滦区,河北省,承德市,双滦区,117.799912,40.959196
130804,河北省承德市鹰手营子矿区,鹰手营子矿区,河北省,承德市,鹰手营子矿区,117.661156,40.546956
130821,河北省承德市承德县,承德县,河北省,承德市,承德县,118.173825,40.768238
130822,河北省承德市兴隆县,兴隆县,河北省,承德市,兴隆县,117.500558,40.417358
130824,河北省承德市滦平县,滦平县,河北省,承德市,滦平县,117.332801,40.941482
130825,河北省承德市隆化县,隆化县,河北省,承德市,隆化县,117.738938,41.313791
130826,河北省承德市丰宁满族自治县,丰宁满族自治县,河北省,承德市,丰宁满族自治县,116.645988,41.208949
130827,河北省承德市宽城满族自治县,宽城满族自治县,河北省,承德市,宽城满族自治县,118.485313,40.611391
130828,河北省承德市围场满族蒙古族自治县,围场满族蒙古族自治县,河北省,承德市,围场满族蒙古族自治县,117.760159,41.938529
130881,河北省承德市平泉市,平泉市,河北省,承德市,平泉市,114.5919465,36.0586155
130900,河北省沧州市,沧州市,河北省,沧州市,,116.838834,38.304477
130901,河北省沧州市市辖区,沧州市市辖区,河北省,沧州市,,116.838834,38.304477
130902,河北省沧州市新华区,新华区,河北省,沧州市,新华区,116.866284,38.314416
130903,河北省沧州市运河区,运河区,河北省,沧州市,运河区,116.832276,38.310143
130921,河北省沧州市沧县,沧县,河北省,沧州市,沧县,117.007478,38.219856
130922,河北省沧州市青县,青县,河北省,沧州市,青县,116.804306,38.583021
130923,河北省沧州市东光县,东光县,河北省,沧州市,东光县,116.537067,37.888248
130924,河北省沧州市海兴县,海兴县,河北省,沧州市,海兴县,117.496606,38.141582
130925,河北省沧州市盐山县,盐山县,河北省,沧州市,盐山县,117.230603,38.058088
130926,河北省沧州市肃宁县,肃宁县,河北省,沧州市,肃宁县,115.829758,38.422802
130927,河北省沧州市南皮县,南皮县,河北省,沧州市,南皮县,116.708104,38.038584
130928,河北省沧州市吴桥县,吴桥县,河北省,沧州市,吴桥县,116.391508,37.627661
130929,河北省沧州市献县,献县,河北省,沧州市,献县,116.122802,38.190144
130930,河北省沧州市孟村回族自治县,孟村回族自治县,河北省,沧州市,孟村回族自治县,117.104298,38.053409
130981,河北省沧州市泊头市,泊头市,河北省,沧州市,泊头市,116.578368,38.083437
130982,河北省沧州市任丘市,任丘市,河北省,沧州市,任丘市,116.082918,38.683592
130983,河北省沧州市黄骅市,黄骅市,河北省,沧州市,黄骅市,117.330048,38.371383
130984,河北省沧州市河间市,河间市,河北省,沧州市,河间市,116.099518,38.446624
131000,河北省廊坊市,廊坊市,河北省,廊坊市,,116.683752,39.538047
131001,河北省廊坊市市辖区,廊坊市市辖区,河北省,廊坊市,,116.683752,39.538047
131002,河北省廊坊市安次区,安次区,河北省,廊坊市,安次区,116.694544,39.502569
131003,河北省廊坊市广阳区,广阳区,河北省,廊坊市,广阳区,116.71069,39.522786
131022,河北省廊坊市固安县,固安县,河北省,廊坊市,固安县,116.298657,39.438214
131023,河北省廊坊市永清县,永清县,河北省,廊坊市,永清县,116.499028,39.321794
131024,河北省廊坊市香河县,香河县,河北省,廊坊市,香河县,117.006093,39.761424
131025,河北省廊坊市大城县,大城县,河北省,廊坊市,大城县,116.653794,38.705449
131026,河北省廊坊市文安县,文安县,河北省,廊坊市,文安县,116.457858,38.873281
131028,河北省廊坊市大厂回族自治县,大厂回族自治县,河北省,廊坊市,大厂回族自治县,116.989574,39.886547
131081,河北省廊坊市霸州市,霸州市,河北省,廊坊市,霸州市,116.391386,39.125898
131082,河北省廊坊市三河市,三河市,河北省,廊坊市,三河市,117.078295,39.982718
131100,河北省衡水市,衡水市,河北省,衡水市,,115.670177,37.73892
131101,河北省衡水市市辖区,衡水市市辖区,河北省,衡水市,,115.670177,37.73892
131102,河北省衡水市桃城区,桃城区,河北省,衡水市,桃城区,115.675422,37.735369
131103,河北省衡水市冀州区,冀州区,河北省,衡水市,冀州区,115.579334,37.550821
131121,河北省衡水市枣强县,枣强县,河北省,衡水市,枣强县,115.72426,37.513417
131122,河北省衡水市武邑县,武邑县,河北省,衡水市,武邑县,115.887655,37.801658
131123,河北省衡水市武强县,武强县,河北省,衡水市,武强县,115.982461,38.041368
131124,河北省衡水市饶阳县,饶阳县,河北省,衡水市,饶阳县,115.725833,38.235892
131125,河北省衡水市安平县,安平县,河北省,衡水市,安平县,115.519216,38.23451
131126,河北省衡水市故城县,故城县,河北省,衡水市,故城县,115.965874,37.34741
131127,河北省衡水市景县,景县,河北省,衡水市,景县,116.270648,37.69229
131128,河北省衡水市阜城县,阜城县,河北省,衡水市,阜城县,116.144418,37.868872
131182,河北省衡水市深州市,深州市,河北省,衡水市,深州市,115.559574,38.001536
140000,山西省,山西省,山西省,,,112.562398,37.873531
140100,山西省太原市,太原市,山西省,太原市,,112.548879,37.87059
140101,山西省太原市市辖区,太原市市辖区,山西省,太原市,,112.548879,37.87059
140105,山西省太原市小店区,小店区,山西省,太原市,小店区,112.564306,37.742941
140106,山西省太原市迎泽区,迎泽区,山西省,太原市,迎泽区,112.5634,37.863451
140107,山西省太原市杏花岭区,杏花岭区,山西省,太原市,杏花岭区,112.570605,37.893955
140108,山西省太原市尖草坪区,尖草坪区,山西省,太原市,尖草坪区,112.486691,37.940387
140109,山西省太原市万柏林区,万柏林区,山西省,太原市,万柏林区,112.515748,37.859447
140110,山西省太原市晋源区,晋源区,山西省,太原市,晋源区,112.47794,37.715193
140121,山西省太原市清徐县,清徐县,山西省,太原市,清徐县,112.358667,37.607443
140122,山西省太原市阳曲县,阳曲县,山西省,太原市,阳曲县,112.672953,38.058489
140123,山西省太原市娄烦县,娄烦县,山西省,太原市,娄烦县,111.797083,38.067932
140181,山西省太原市古交市,古交市,山西省,太原市,古交市,112.175875,37.907109
140200,山西省大同市,大同市,山西省,大同市,,113.300129,40.076762
140201,山西省大同市市辖区,大同市市辖区,山西省,大同市,,113.300129,40.076762
140213,山西省大同市平城区,平城区,山西省,大同市,平城区,113.2988855,40.075708
140214,山西省大同市南郊区云冈,云冈区,山西省,大同市,南郊区,113.130769,40.109395
140212,山西省大同市新荣区,新荣区,山西省,大同市,新荣区,113.140005,40.255866
140221,山西省大同市阳高县,阳高县,山西省,大同市,阳高县,113.748945,40.36106
140222,山西省大同市天镇县,天镇县,山西省,大同市,天镇县,114.090867,40.420237
140223,山西省大同市广灵县,广灵县,山西省,大同市,广灵县,114.274025,39.761749
140224,山西省大同市灵丘县,灵丘县,山西省,大同市,灵丘县,114.23435,39.442406
140225,山西省大同市浑源县,浑源县,山西省,大同市,浑源县,113.699475,39.693407
140226,山西省大同市左云县,左云县,山西省,大同市,左云县,112.703008,40.013442
140215,山西省大同市云州区,云州区,山西省,大同市,云州区,113.2988855,40.075708
140300,山西省阳泉市,阳泉市,山西省,阳泉市,,113.580519,37.856971
140301,山西省阳泉市市辖区,阳泉市市辖区,山西省,阳泉市,,113.580519,37.856971
140302,山西省阳泉市城区,城区,山西省,阳泉市,城区,113.60067,37.847437
140303,山西省阳泉市矿区,矿区,山西省,阳泉市,矿区,113.580519,37.856971
140311,山西省阳泉市郊区,郊区,山西省,阳泉市,郊区,113.594164,37.944679
140321,山西省阳泉市平定县,平定县,山西省,阳泉市,平定县,113.657841,37.786653
140322,山西省阳泉市盂县,盂县,山西省,阳泉市,盂县,113.41233,38.085619
140400,山西省长治市,长治市,山西省,长治市,,113.116255,36.195386
140401,山西省长治市市辖区,长治市市辖区,山西省,长治市,,113.116255,36.195386
140403,山西省长治市潞州区,潞州区,山西省,长治市,潞州区,113.6132985,40.0403365
140404,山西省长治市城区上党,上党区,山西省,长治市,城区,113.11121,36.187185
140423,山西省长治市襄垣县,襄垣县,山西省,长治市,襄垣县,113.051491,36.535817
140405,山西省长治市屯留区,屯留区,山西省,长治市,屯留区,113.1237605,36.2034125
140425,山西省长治市平顺县,平顺县,山西省,长治市,平顺县,113.435961,36.200179
140426,山西省长治市黎城县,黎城县,山西省,长治市,黎城县,113.386544,36.503621
140427,山西省长治市壶关县,壶关县,山西省,长治市,壶关县,113.207049,36.115449
140428,山西省长治市长子县,长子县,山西省,长治市,长子县,112.8779,36.122334
140429,山西省长治市武乡县,武乡县,山西省,长治市,武乡县,112.864562,36.837625
140430,山西省长治市沁县,沁县,山西省,长治市,沁县,112.699226,36.756064
140431,山西省长治市沁源县,沁源县,山西省,长治市,沁源县,112.337446,36.5002
140406,山西省长治市潞城区,潞城区,山西省,长治市,潞城区,112.8930095,36.3159725
140500,山西省晋城市,晋城市,山西省,晋城市,,112.851831,35.490701
140501,山西省晋城市市辖区,晋城市市辖区,山西省,晋城市,,112.851831,35.490701
140502,山西省晋城市城区,城区,山西省,晋城市,城区,112.853555,35.501572
140521,山西省晋城市沁水县,沁水县,山西省,晋城市,沁水县,112.186739,35.690141
140522,山西省晋城市阳城县,阳城县,山西省,晋城市,阳城县,112.414738,35.486029
140524,山西省晋城市陵川县,陵川县,山西省,晋城市,陵川县,113.280688,35.775685
140525,山西省晋城市泽州县,泽州县,山西省,晋城市,泽州县,112.899137,35.617221
140581,山西省晋城市高平市,高平市,山西省,晋城市,高平市,112.92392,35.797997
140600,山西省朔州市,朔州市,山西省,朔州市,,112.432825,39.331595
140601,山西省朔州市市辖区,朔州市市辖区,山西省,朔州市,,112.432825,39.331595
140602,山西省朔州市朔城区,朔城区,山西省,朔州市,朔城区,112.43225,39.31894
140603,山西省朔州市平鲁区,平鲁区,山西省,朔州市,平鲁区,112.288331,39.512155
140621,山西省朔州市山阴县,山阴县,山西省,朔州市,山阴县,112.8166,39.526227
140622,山西省朔州市应县,应县,山西省,朔州市,应县,113.191099,39.554247
140623,山西省朔州市右玉县,右玉县,山西省,朔州市,右玉县,112.466989,39.989064
140681,山西省朔州市怀仁县怀仁,怀仁市,山西省,朔州市,怀仁县,113.118504,39.810401
140700,山西省晋中市,晋中市,山西省,晋中市,,112.752694,37.687024
140701,山西省晋中市市辖区,晋中市市辖区,山西省,晋中市,,112.752694,37.687024
140702,山西省晋中市榆次区,榆次区,山西省,晋中市,榆次区,112.708241,37.697792
140721,山西省晋中市榆社县,榆社县,山西省,晋中市,榆社县,112.975287,37.070788
140722,山西省晋中市左权县,左权县,山西省,晋中市,左权县,113.379372,37.082681
140723,山西省晋中市和顺县,和顺县,山西省,晋中市,和顺县,113.570438,37.329664
140724,山西省晋中市昔阳县,昔阳县,山西省,晋中市,昔阳县,113.706875,37.61121
140725,山西省晋中市寿阳县,寿阳县,山西省,晋中市,寿阳县,113.176434,37.895325
140726,山西省晋中市太谷县,太谷县,山西省,晋中市,太谷县,112.551357,37.421308
140727,山西省晋中市祁县,祁县,山西省,晋中市,祁县,112.335297,37.358317
140728,山西省晋中市平遥县,平遥县,山西省,晋中市,平遥县,112.176273,37.189559
140729,山西省晋中市灵石县,灵石县,山西省,晋中市,灵石县,111.778685,36.84786
140781,山西省晋中市介休市,介休市,山西省,晋中市,介休市,111.916712,37.026945
140800,山西省运城市,运城市,山西省,运城市,,111.007528,35.026412
140801,山西省运城市市辖区,运城市市辖区,山西省,运城市,,111.007528,35.026412
140802,山西省运城市盐湖区,盐湖区,山西省,运城市,盐湖区,110.998272,35.015101
140821,山西省运城市临猗县,临猗县,山西省,运城市,临猗县,110.774547,35.144277
140822,山西省运城市万荣县,万荣县,山西省,运城市,万荣县,110.838024,35.415254
140823,山西省运城市闻喜县,闻喜县,山西省,运城市,闻喜县,111.22472,35.356644
140824,山西省运城市稷山县,稷山县,山西省,运城市,稷山县,110.983333,35.604025
140825,山西省运城市新绛县,新绛县,山西省,运城市,新绛县,111.224778,35.616288
140826,山西省运城市绛县,绛县,山西省,运城市,绛县,111.568236,35.49119
140827,山西省运城市垣曲县,垣曲县,山西省,运城市,垣曲县,111.669917,35.29762
140828,山西省运城市夏县,夏县,山西省,运城市,夏县,111.220456,35.141363
140829,山西省运城市平陆县,平陆县,山西省,运城市,平陆县,111.194133,34.82926
140830,山西省运城市芮城县,芮城县,山西省,运城市,芮城县,110.694369,34.69358
140881,山西省运城市永济市,永济市,山西省,运城市,永济市,110.447549,34.86705
140882,山西省运城市河津市,河津市,山西省,运城市,河津市,110.712063,35.596383
140900,山西省忻州市,忻州市,山西省,忻州市,,112.734174,38.416663
140901,山西省忻州市市辖区,忻州市市辖区,山西省,忻州市,,112.734174,38.416663
140902,山西省忻州市忻府区,忻府区,山西省,忻州市,忻府区,112.746046,38.404243
140921,山西省忻州市定襄县,定襄县,山西省,忻州市,定襄县,112.957215,38.473548
140922,山西省忻州市五台县,五台县,山西省,忻州市,五台县,113.255309,38.728315
140923,山西省忻州市代县,代县,山西省,忻州市,代县,112.960282,39.066917
140924,山西省忻州市繁峙县,繁峙县,山西省,忻州市,繁峙县,113.265564,39.188811
140925,山西省忻州市宁武县,宁武县,山西省,忻州市,宁武县,112.304722,39.001524
140926,山西省忻州市静乐县,静乐县,山西省,忻州市,静乐县,111.93944,38.359036
140927,山西省忻州市神池县,神池县,山西省,忻州市,神池县,112.211297,39.090553
